1,183.75,167,20.5,50,23.364
2,183.21,169.09,22.378,54.581,1.1035
4,183.21,169.09,22.378,54.581,33.135
4,5.7692,170.77,31.538,76.923,14.1
9,66.597,179.58,34.371,83.831,98.138
9,80,172.87,34.371,83.831,27.74
10,-0.54422,181.09,44.668,108.95,101.71
17,587.74,49.032,52.903,129.03,25.599
21,599.5,310,41,100,38.725
23,599.5,318,41,100,31.836
23,592,232.67,37.516,91.502,26.573
23,599.5,102,41,100,9.6165
24,619.75,183,20.5,50,5.0894
27,207.75,187,20.5,50,35.626
35,542.16,184.16,24.374,59.449,12.893
38,-1.194,-4.8,98.115,239.31,26.515
42,264.23,127.69,31.538,76.923,41.556
42,159.75,159,20.5,50,31.18
43,270.17,115.42,37.516,91.502,25.759
45,608.85,121.54,31.538,76.923,35.638
53,463.75,183,20.5,50,11.83
55,587.74,28.387,52.903,129.03,35.357
56,578.08,127.69,31.538,76.923,19.505
62,608.63,173.65,28.917,70.528,124.5
62,455.75,179,20.5,50,71.524
62,475.9,182.18,22.378,54.581,7.0809
63,611.17,175.14,26.574,64.814,127.91
63,467.75,175,20.5,50,50.86
63,600.81,175.14,26.574,64.814,44.9
64,611.17,175.14,26.574,64.814,141.97
64,475.9,177.82,22.378,54.581,83.037
65,608.77,179.41,24.374,59.449,146.06
65,480.27,177.82,22.378,54.581,62.921
65,-0.45714,254.66,37.516,91.502,15.491
66,608.63,179.29,28.917,70.528,102.42
66,495.75,179,20.5,50,74.489
66,475.75,187,20.5,50,20.219
67,503.75,195,20.5,50,133.19
67,619.75,211,20.5,50,44.576
68,519.75,207,20.5,50,73.36
69,543.75,207,20.5,50,138.02
69,535.75,207,20.5,50,61.801
70,567.75,199,20.5,50,122.24
71,611.17,185.51,26.574,64.814,83.673
72,391.75,195,20.5,50,40.744
73,451.67,-6.6667,136.67,333.33,27.852
74,146.15,141.54,126.15,307.69,51.046
74,577.69,95.385,63.077,153.85,39.996
74,83.75,339,20.5,50,27.294
74,587.75,11,20.5,50,20.592
76,555.75,159,20.5,50,36.612
76,563.75,155,20.5,50,28.699
79,571.92,4.6154,31.538,76.923,36.017
81,350.63,174.05,37.516,91.502,17.143
82,548.03,6.5455,44.668,108.95,14.167
83,608.85,16.923,31.538,76.923,15.797
83,590.38,176.92,31.538,76.923,12.487
85,599.5,286,41,100,13.582
86,415.08,172.87,34.371,83.831,34.112
87,431.75,171,20.5,50,50.147
88,436.54,164.62,31.538,76.923,84.918
88,599.5,246,41,100,19.469
88,587.74,141.94,52.903,129.03,2.9445
89,478.37,154.91,44.668,108.95,130.33
89,463.75,175,20.5,50,30.227
89,58.057,49.466,37.516,91.502,25.369
89,-1,28,82,200,19.783
90,577.69,156.92,63.077,153.85,147.93
90,474.97,174.05,37.516,91.502,34.928
90,551.75,167,20.5,50,18.187
90,411.75,163,20.5,50,12.214
90,387.75,175,20.5,50,4.3607
91,577.69,144.62,63.077,153.85,17.833
92,486.8,211.46,26.574,64.814,7.2678
93,508.9,166.15,34.371,83.831,27.676
93,511.54,122.75,37.516,91.502,27.173
93,501.5,235.76,28.917,70.528,22.323
96,596.54,176.92,31.538,76.923,61.111
98,499.75,191,20.5,50,10.536
98,608.85,176.92,31.538,76.923,10.123
100,619.75,231,20.5,50,35.413
101,576.38,182.18,22.378,54.581,52.979
101,584.23,170.77,31.538,76.923,28.79
101,495.75,91,20.5,50,12.684
103,608.85,16.923,31.538,76.923,26.27
104,7.75,131,20.5,50,28.621
104,167.75,163,20.5,50,15.374
106,615.7,81.818,22.378,54.581,11.764
106,499.75,3,20.5,50,8.7784
107,493.38,177.82,22.378,54.581,39.419
107,502.3,-5.2174,107.29,261.69,27.588
107,104.39,146.14,24.374,59.449,7.2581
107,117.68,147.27,22.378,54.581,6.2919
109,541.15,170.77,31.538,76.923,15.282
110,543.75,159,20.5,50,65.047
110,587.74,121.29,52.903,129.03,50.393
110,6.8571,159.39,37.516,91.502,46.831
112,207.75,143,20.5,50,13.736
113,12.833,169.09,22.378,54.581,86.508
114,3.75,179,20.5,50,53.398
115,200.68,151.64,22.378,54.581,9.3343
116,7.75,183,20.5,50,80.882
117,7.75,183,20.5,50,61.594
117,203.75,147,20.5,50,13.373
117,3.75,199,20.5,50,7.1529
118,-0.76923,132.31,63.077,153.85,42.361
118,203.75,155,20.5,50,40.829
119,7.75,183,20.5,50,67.883
120,3.75,183,20.5,50,56.981
120,502.2,172.87,34.371,83.831,33.357
121,7.75,183,20.5,50,90.208
121,-0.25,183,20.5,50,65.089
123,499.75,179,20.5,50,48.615
123,515.38,-6.1538,126.15,307.69,29.146
123,479.62,-1.5385,31.538,76.923,19.692
124,572.01,182.18,22.378,54.581,112.13
124,511.75,183,20.5,50,107.19
124,538.62,175.14,26.574,64.814,50.565
124,619.75,147,20.5,50,50.452
124,455.75,179,20.5,50,23.269
125,562.51,172.87,34.371,83.831,190.09
125,543.75,183,20.5,50,126.05
125,503.75,175,20.5,50,124.89
125,455.75,179,20.5,50,97.787
125,475.75,175,20.5,50,83.547
125,587.75,187,20.5,50,22.551
126,599.26,174.65,24.374,59.449,165.44
126,537.06,169.09,22.378,54.581,106.51
126,489.81,165.15,24.374,59.449,86.08
126,515.22,164.73,22.378,54.581,53.646
126,479.75,175,20.5,50,45.033
127,584.69,159.39,37.516,91.502,136.56
127,549.11,159.44,34.371,83.831,117.2
127,490.22,184.94,28.917,70.528,53.562
127,480.27,195.27,22.378,54.581,18.583
127,599.31,159.39,37.516,91.502,16.9
128,608.85,201.54,31.538,76.923,33.765
128,10.619,87.529,57.981,141.42,15.778
129,499.75,183,20.5,50,16.606
129,599.5,126,41,100,15.08
129,619.75,199,20.5,50,14.236
129,553.46,170.77,31.538,76.923,9.334
130,565.77,176.92,31.538,76.923,52.808
132,593.86,169.09,22.378,54.581,40.081
133,479.75,179,20.5,50,57.18
133,565.95,174.65,24.374,59.449,33.504
133,608.85,189.23,31.538,76.923,2.8524
134,60.769,83.077,63.077,153.85,29.384
136,527.75,231,20.5,50,24.18
136,-0.45714,108.09,37.516,91.502,16.409
139,467.17,182.18,22.378,54.581,36.397
139,608.85,164.62,31.538,76.923,32.433
140,559,140,82,200,16.021
140,504.09,169.9,24.374,59.449,9.7946
141,-0.41885,152.73,34.371,83.831,34.264
141,524.05,173.65,28.917,70.528,23.524
141,570.71,174.65,24.374,59.449,12.435
142,590.38,170.77,31.538,76.923,28.501
142,608.85,183.08,31.538,76.923,23.806
142,12.984,146.01,34.371,83.831,18.236
143,619.75,195,20.5,50,67.341
143,379.75,195,20.5,50,6.7973
145,565.77,170.77,31.538,76.923,102.09
145,619.75,167,20.5,50,30.254
145,27.75,191,20.5,50,25.214
146,418.08,152.31,31.538,76.923,30.088
146,513.2,120,44.668,108.95,18.819
146,7.75,191,20.5,50,11.626
146,495.78,120,44.668,108.95,2.4675
147,436.59,177.82,22.378,54.581,102.55
147,455.75,175,20.5,50,57.283
147,424.62,164.76,26.574,64.814,18.784
148,504.09,179.41,24.374,59.449,159.97
148,460.89,175.14,26.574,64.814,85.419
148,565.95,174.65,24.374,59.449,84.992
148,487.75,175,20.5,50,75.202
148,575.5,166,41,100,48.606
148,535.75,179,20.5,50,43.628
148,148.26,177.82,22.378,54.581,14.274
148,438.4,152.06,37.516,91.502,3.0922
149,603,162.35,28.917,70.528,154.69
149,552.25,173.65,28.917,70.528,151.01
149,508.85,179.41,24.374,59.449,114.66
149,584.23,158.46,31.538,76.923,100.73
149,537.4,169.9,24.374,59.449,89.008
149,499.75,171,20.5,50,54.82
149,475.9,177.82,22.378,54.581,1.9344
150,551.67,160.4,24.374,59.449,83.699
150,567.5,158,41,100,79.955
150,608.85,158.46,31.538,76.923,55.257
151,587.75,187,20.5,50,21.464
152,608.85,170.77,31.538,76.923,38.526
152,608.85,201.54,31.538,76.923,13.074
154,8.4642,151.64,22.378,54.581,22.009
158,550.17,177.82,22.378,54.581,33.582
159,599.5,166,41,100,132.62
160,455.75,175,20.5,50,16.983
163,599.5,86,41,100,18.783
165,611.33,256.36,22.378,54.581,7.8249
165,619.75,291,20.5,50,6.7146
166,563.28,20.727,22.378,54.581,17.758
167,575.75,87,20.5,50,11.619
169,571.92,152.31,31.538,76.923,42.143
169,406.01,147.27,22.378,54.581,12.892
170,613.53,160.4,24.374,59.449,83.622
170,513.2,198.55,44.668,108.95,78.042
170,511.41,140.2,48.643,118.64,34.739
170,599.31,240,37.516,91.502,18.375
170,495.78,189.82,44.668,108.95,10.912
171,470.74,145.35,69.155,168.67,64.445
171,608.85,146.15,31.538,76.923,7.6307
172,484.6,144,75.524,184.2,46.667
173,514.02,144,75.524,184.2,65.366
174,577.69,181.54,63.077,153.85,20.689
175,607.75,31,20.5,50,16.805
175,602.59,46.909,22.378,54.581,9.6897
176,463.75,175,20.5,50,24.145
177,471.26,-1.2973,26.574,64.814,56.698
177,480.27,177.82,22.378,54.581,51.953
177,448.85,146.15,31.538,76.923,18.207
178,493.38,177.82,22.378,54.581,58.435
178,471.75,179,20.5,50,53.062
178,459.75,179,20.5,50,36.425
178,563.75,23,20.5,50,13.478
179,487.75,183,20.5,50,137.14
179,471.75,179,20.5,50,119.07
179,510.85,182.18,22.378,54.581,61.324
180,493.38,177.82,22.378,54.581,168.49
180,511.75,183,20.5,50,140.72
180,537.06,182.18,22.378,54.581,63.377
181,551.67,179.41,24.374,59.449,176.81
181,527.88,174.65,24.374,59.449,158.3
181,579.75,179,20.5,50,67.588
181,599.5,78,41,100,16.185
182,542.16,184.16,24.374,59.449,26.746
183,542.16,184.16,24.374,59.449,40.525
186,576.38,208.36,22.378,54.581,21.491
186,584.98,198.42,24.374,59.449,18.355
189,59.895,31.888,34.371,83.831,9.8562
190,47.782,46.909,22.378,54.581,18.337
192,23.5,118,41,100,15.186
192,50.743,130.08,37.516,91.502,13.195
194,608.85,195.38,31.538,76.923,24.569
211,67.75,159,20.5,50,39.02
212,387.31,170.77,31.538,76.923,6.7489
215,135,201.54,31.538,76.923,24.371
217,587.74,152.26,52.903,129.03,16.99
224,608.85,164.62,31.538,76.923,8.994
227,608.85,164.62,31.538,76.923,21.848
228,599.5,150,41,100,11.841
229,599.5,166,41,100,19.798
232,608.85,140,31.538,76.923,16.293
233,19.686,-1.6783,34.371,83.831,1.9616
237,619.75,227,20.5,50,21.611
239,599.5,174,41,100,8.0263
243,619.75,195,20.5,50,17.255
247,608.85,164.62,31.538,76.923,4.5146
254,75.75,195,20.5,50,35.084
254,608.85,152.31,31.538,76.923,17.731
255,599.5,174,41,100,14.214
261,599.5,158,41,100,17.596
262,427.85,20.727,22.378,54.581,16.72
263,504.23,41.538,31.538,76.923,38.142
264,516.54,35.385,31.538,76.923,56.755
269,59.895,45.315,34.371,83.831,19.376
271,532.7,204,22.378,54.581,18.21
273,-0.59259,83.168,48.643,118.64,58.055
276,219.75,151,20.5,50,26.194
278,507.75,99,20.5,50,12.574
279,6.8571,137.4,37.516,91.502,35.264
279,122.05,160.36,22.378,54.581,9.7268
283,91.75,143,20.5,50,34.104
292,599.5,238,41,100,23.74
292,558.91,238.91,22.378,54.581,16.725
294,587.74,131.61,52.903,129.03,40.508
296,475.75,163,20.5,50,21.711
298,-0.27304,3.2727,22.378,54.581,23.463
298,121.64,-4.3636,89.691,218.76,11.8
299,590.38,133.85,31.538,76.923,23.77
300,559,44,82,200,20.533
301,587.74,69.677,52.903,129.03,11.494
306,528.74,70.154,75.524,184.2,7.8246
310,608.85,23.077,31.538,76.923,12.628
311,608.77,-1.1881,24.374,59.449,8.6822
312,559,-4,82,200,15.858
312,619.75,215,20.5,50,7.4184
319,619.75,199,20.5,50,29.618
330,-0.27304,173.45,22.378,54.581,34.5
339,385.13,174.65,24.374,59.449,14.645
344,582.62,166.15,34.371,83.831,51.176
344,442.23,184.16,24.374,59.449,29.277
345,473.3,179.29,28.917,70.528,17.528
345,123.89,137.4,37.516,91.502,8.4612
350,357.95,177.82,22.378,54.581,1.6986
351,415.75,183,20.5,50,43.814
351,424.23,133.85,31.538,76.923,2.3342
352,427.75,187,20.5,50,96.013
352,452.39,98.824,57.981,141.42,17.867
352,411.28,145.41,28.917,70.528,14.799
352,435.18,152.73,34.371,83.831,4.2352
353,476.44,180.32,26.574,64.814,86.579
353,577.69,58.462,63.077,153.85,29.373
353,527,60,82,200,15.854
354,582.86,172.36,44.668,108.95,138.68
354,599.5,166,41,100,59.27
354,619.75,83,20.5,50,44.212
354,448.85,133.85,31.538,76.923,1.8274
355,527.5,134,41,100,32.651
356,30.307,182.18,22.378,54.581,40.933
356,533.49,137.4,37.516,91.502,14.078
356,559,60,82,200,1.5789
357,571.92,238.46,31.538,76.923,41.676
358,12.833,182.18,22.378,54.581,41.386
358,619.75,279,20.5,50,12.595
359,559,28,82,200,20.838
361,359.75,167,20.5,50,30.028
361,608.85,213.85,31.538,76.923,18.78
362,251.75,167,20.5,50,62.847
